round,strategy,true_count,bet,wagered,result,bankroll
13914,DEALER,-1.057,10,10,10,-6820
13915,BASIC,-1.549,10,10,10,410
13915,COUNT,-1.549,10,30,30,3370
13915,DEALER,-1.549,10,10,10,-6810
13916,BASIC,-0.475,10,10,10,420
13916,COUNT,-0.475,10,10,-10,3360
13916,DEALER,-0.475,10,10,10,-6800
13917,BASIC,-1.522,10,10,10,430
13917,COUNT,-1.522,10,20,20,3380
13917,DEALER,-1.522,10,10,10,-6790
13918,BASIC,-1.896,10,10,-10,420
13918,COUNT,-1.896,10,10,-10,3370
13918,DEALER,-1.896,10,10,-10,-6800
13919,BASIC,-3.391,10,20,20,440
13919,COUNT,-3.391,10,20,20,3390
13919,DEALER,-3.391,10,10,10,-6790
13920,BASIC,-3.953,10,10,-10,430
13920,COUNT,-3.953,10,10,10,3400
13920,DEALER,-3.953,10,10,-10,-6800
13921,BASIC,-4.937,10,20,-20,410
13921,COUNT,-4.937,10,10,-10,3390
13921,DEALER,-4.937,10,10,-10,-6810
13922,BASIC,-2.869,10,10,10,420
13922,COUNT,-2.869,10,10,10,3400
13922,DEALER,-2.869,10,10,10,-6800
13923,BASIC,-2.716,10,10,-5,415
13923,COUNT,-2.716,10,10,10,3410
13923,DEALER,-2.716,10,10,-10,-6810
13924,BASIC,-3.744,10,30,-30,385
13924,COUNT,-3.744,10,10,-10,3400
13924,DEALER,-3.744,10,10,-10,-6820
13925,BASIC,-3.279,10,10,-10,375
13925,COUNT,-3.279,10,20,-20,3380
13925,DEALER,-3.279,10,10,-10,-6830
13926,BASIC,-3.216,10,10,-10,365
13926,COUNT,-3.216,10,10,-10,3370
13926,DEALER,-3.216,10,10,0,-6830
13927,BASIC,-2.391,10,10,-10,355
13927,COUNT,-2.391,10,10,-10,3360
13927,DEALER,-2.391,10,10,-10,-6840
13928,BASIC,0.0,10,10,10,365
13928,COUNT,0.0,10,10,10,3370
13928,DEALER,0.0,10,10,10,-6830
13929,BASIC,-0.172,10,10,-10,355
13929,COUNT,-0.172,10,10,-10,3360
13929,DEALER,-0.172,10,10,-10,-6840
13930,BASIC,-0.353,10,10,0,355
13930,COUNT,-0.353,10,10,-10,3350
13930,DEALER,-0.353,10,10,10,-6830
13931,BASIC,-1.277,10,10,10,365
13931,COUNT,-1.277,10,10,-10,3340
13931,DEALER,-1.277,10,10,-10,-6840
13932,BASIC,-0.959,10,10,-10,355
13932,COUNT,-0.959,10,10,-10,3330
13932,DEALER,-0.959,10,10,-10,-6850
13933,BASIC,-1.779,10,10,-5,350
13933,COUNT,-1.779,10,10,-10,3320
13933,DEALER,-1.779,10,10,10,-6840
13934,BASIC,-1.036,10,10,10,360
13934,COUNT,-1.036,10,10,-10,3310
13934,DEALER,-1.036,10,10,10,-6830
13935,BASIC,-0.87,10,10,-10,350
13935,COUNT,-0.87,10,10,-10,3300
13935,DEALER,-0.87,10,10,-10,-6840
13936,BASIC,-1.362,10,10,15,365
13936,COUNT,-1.362,10,10,0,3300
13936,DEALER,-1.362,10,10,10,-6830
13937,BASIC,-1.891,10,10,10,375
13937,COUNT,-1.891,10,10,10,3310
13937,DEALER,-1.891,10,10,10,-6820
13938,BASIC,-1.486,10,10,15,390
13938,COUNT,-1.486,10,10,-10,3300
13938,DEALER,-1.486,10,10,10,-6810
13939,BASIC,-0.788,10,10,-10,380
13939,COUNT,-0.788,10,10,10,3310
13939,DEALER,-0.788,10,10,-10,-6820
13940,BASIC,-1.124,10,10,10,390
13940,COUNT,-1.124,10,10,10,3320
13940,DEALER,-1.124,10,10,-10,-6830
13941,BASIC,-1.202,10,20,-20,370
13941,COUNT,-1.202,10,10,-10,3310
13941,DEALER,-1.202,10,10,10,-6820
13942,BASIC,-1.292,10,10,0,370
13942,COUNT,-1.292,10,10,15,3325
13942,DEALER,-1.292,10,10,-10,-6830
13943,BASIC,-3.099,10,10,10,380
13943,COUNT,-3.099,10,10,-10,3315
13943,DEALER,-3.099,10,10,10,-6820
13944,BASIC,-3.343,10,10,10,390
13944,COUNT,-3.343,10,10,10,3325
13944,DEALER,-3.343,10,10,10,-6810
13945,BASIC,-3.25,10,10,0,390
13945,COUNT,-3.25,10,10,-10,3315
13945,DEALER,-3.25,10,10,0,-6810
13946,BASIC,-3.586,10,10,-5,385
13946,COUNT,-3.586,10,10,10,3325
13946,DEALER,-3.586,10,10,10,-6800
13947,BASIC,-3.467,10,20,20,405
13947,COUNT,-3.467,10,10,10,3335
13947,DEALER,-3.467,10,10,10,-6790
13948,BASIC,-2.796,10,10,-10,395
13948,COUNT,-2.796,10,10,-10,3325
13948,DEALER,-2.796,10,10,-10,-6800
13949,BASIC,-3.171,10,10,10,405
13949,COUNT,-3.171,10,20,20,3345
13949,DEALER,-3.171,10,10,10,-6790
13950,BASIC,0.0,10,10,10,415
13950,COUNT,0.0,10,30,30,3375
13950,DEALER,0.0,10,10,15,-6775
13951,BASIC,0.174,10,10,10,425
13951,COUNT,0.174,10,10,-10,3365
13951,DEALER,0.174,10,10,0,-6775
13952,BASIC,-0.717,10,10,10,435
13952,COUNT,-0.717,10,10,-5,3360
13952,DEALER,-0.717,10,10,-10,-6785
13953,BASIC,-0.187,10,10,-10,425
13953,COUNT,-0.187,10,10,-10,3350
13953,DEALER,-0.187,10,10,10,-6775
13954,BASIC,0.0,10,10,-5,420
13954,COUNT,0.0,10,10,-5,3345
13954,DEALER,0.0,10,10,-10,-6785
13955,BASIC,-0.2,10,10,-10,410
13955,COUNT,-0.2,10,10,-10,3335
13955,DEALER,-0.2,10,10,-10,-6795
13956,BASIC,-0.413,10,10,-10,400
13956,COUNT,-0.413,10,10,0,3335
13956,DEALER,-0.413,10,10,-10,-6805
13957,BASIC,0.874,10,10,10,410
13957,COUNT,0.874,10,10,10,3345
13957,DEALER,0.874,10,10,-10,-6815
13958,BASIC,0.0,10,10,10,420
13958,COUNT,0.0,10,10,15,3360
13958,DEALER,0.0,10,10,10,-6805
13959,BASIC,-0.239,10,10,-10,410
13959,COUNT,-0.239,10,10,10,3370
13959,DEALER,-0.239,10,10,10,-6795
13960,BASIC,-0.254,10,10,10,420
13960,COUNT,-0.254,10,10,10,3380
13960,DEALER,-0.254,10,10,10,-6785
13961,BASIC,0.0,10,10,0,420
13961,COUNT,0.0,10,10,10,3390
13961,DEALER,0.0,10,10,-10,-6795
13962,BASIC,-0.848,10,10,10,430
13962,COUNT,-0.848,10,10,10,3400
13962,DEALER,-0.848,10,10,-10,-6805
13963,BASIC,-0.605,10,10,10,440
13963,COUNT,-0.605,10,10,10,3410
13963,DEALER,-0.605,10,10,10,-6795
13964,BASIC,-1.3,10,10,10,450
13964,COUNT,-1.3,10,10,15,3425
13964,DEALER,-1.3,10,10,-10,-6805
13965,BASIC,-2.459,10,10,-10,440
13965,COUNT,-2.459,10,10,-10,3415
13965,DEALER,-2.459,10,10,-10,-6815
13966,BASIC,-4.086,10,10,10,450
13966,COUNT,-4.086,10,20,20,3435
13966,DEALER,-4.086,10,10,10,-6805
13967,BASIC,-5.24,10,20,20,470
13967,COUNT,-5.24,10,10,10,3445
13967,DEALER,-5.24,10,10,10,-6795
13968,BASIC,-6.992,10,10,10,480
13968,COUNT,-6.992,10,10,10,3455
13968,DEALER,-6.992,10,10,10,-6785
13969,BASIC,-6.679,10,10,-10,470
13969,COUNT,-6.679,10,10,-10,3445
13969,DEALER,-6.679,10,10,-10,-6795
13970,BASIC,-6.178,10,10,-10,460
13970,COUNT,-6.178,10,10,-10,3435
13970,DEALER,-6.178,10,10,-10,-6805
13971,BASIC,-6.783,10,10,-10,450
13971,COUNT,-6.783,10,10,15,3450
13971,DEALER,-6.783,10,10,10,-6795
13972,BASIC,-6.341,10,10,10,460
13972,COUNT,-6.341,10,10,10,3460
13972,DEALER,-6.341,10,10,10,-6785
13973,BASIC,0.0,10,10,0,460
13973,COUNT,0.0,10,10,0,3460
13973,DEALER,0.0,10,10,10,-6775
13974,BASIC,-0.172,10,10,-10,450
13974,COUNT,-0.172,10,10,15,3475
13974,DEALER,-0.172,10,10,-10,-6785
13975,BASIC,-0.178,10,10,10,460
13975,COUNT,-0.178,10,10,10,3485
13975,DEALER,-0.178,10,10,10,-6775
13976,BASIC,-0.74,10,10,-10,450
13976,COUNT,-0.74,10,10,-10,3475
13976,DEALER,-0.74,10,10,0,-6775
13977,BASIC,-0.959,10,10,10,460
13977,COUNT,-0.959,10,10,-5,3470
13977,DEALER,-0.959,10,10,-10,-6785
13978,BASIC,-1.195,10,10,-10,450
13978,COUNT,-1.195,10,10,-10,3460
13978,DEALER,-1.195,10,10,-10,-6795
13979,BASIC,-1.233,10,10,10,460
13979,COUNT,-1.233,10,10,10,3470
13979,DEALER,-1.233,10,10,10,-6785
13980,BASIC,-1.284,10,10,10,470
13980,COUNT,-1.284,10,10,10,3480
13980,DEALER,-1.284,10,10,10,-6775
13981,BASIC,-0.897,10,10,15,485
13981,COUNT,-0.897,10,10,-10,3470
13981,DEALER,-0.897,10,10,-10,-6785
13982,BASIC,-1.647,10,10,-10,475
13982,COUNT,-1.647,10,10,-10,3460
13982,DEALER,-1.647,10,10,-10,-6795
13983,BASIC,-1.486,10,10,10,485
13983,COUNT,-1.486,10,10,10,3470
13983,DEALER,-1.486,10,10,10,-6785
13984,BASIC,-1.56,10,20,-20,465
13984,COUNT,-1.56,10,20,20,3490
13984,DEALER,-1.56,10,10,0,-6785
13985,BASIC,-1.383,10,10,-10,455
13985,COUNT,-1.383,10,30,-30,3460
13985,DEALER,-1.383,10,10,-10,-6795
13986,BASIC,-0.897,10,10,-10,445
13986,COUNT,-0.897,10,10,0,3460
13986,DEALER,-0.897,10,10,-10,-6805
13987,BASIC,0.323,10,20,20,465
13987,COUNT,0.323,10,10,10,3470
13987,DEALER,0.323,10,10,10,-6795
13988,BASIC,1.757,10,10,-10,455
13988,COUNT,1.757,20,20,-20,3450
13988,DEALER,1.757,10,10,-10,-6805
13989,BASIC,1.857,10,20,20,475
13989,COUNT,1.857,20,20,20,3470
13989,DEALER,1.857,10,10,-10,-6815
13990,BASIC,2.031,10,10,-10,465
13990,COUNT,2.031,20,20,-20,3450
13990,DEALER,2.031,10,10,-10,-6825
13991,BASIC,0.433,10,10,-10,455
13991,COUNT,0.433,10,20,-20,3430
13991,DEALER,0.433,10,10,-10,-6835
13992,BASIC,1.458,10,10,10,465
13992,COUNT,1.458,10,10,10,3440
13992,DEALER,1.458,10,10,10,-6825
13993,BASIC,1.072,10,10,-10,455
13993,COUNT,1.072,10,10,10,3450
13993,DEALER,1.072,10,10,-10,-6835
13994,BASIC,0.598,10,10,-10,445
13994,COUNT,0.598,10,10,10,3460
13994,DEALER,0.598,10,10,10,-6825
13995,BASIC,0.0,10,20,20,465
13995,COUNT,0.0,10,10,-10,3450
13995,DEALER,0.0,10,10,0,-6825
13996,BASIC,0.173,10,10,10,475
13996,COUNT,0.173,10,10,10,3460
13996,DEALER,0.173,10,10,10,-6815
13997,BASIC,0.0,10,10,-10,465
13997,COUNT,0.0,10,10,-10,3450
13997,DEALER,0.0,10,10,-10,-6825
13998,BASIC,0.184,10,10,-10,455
13998,COUNT,0.184,10,10,15,3465
13998,DEALER,0.184,10,10,-10,-6835
13999,BASIC,0.576,10,10,10,465
13999,COUNT,0.576,10,10,-10,3455
13999,DEALER,0.576,10,10,10,-6825
14000,BASIC,1.411,10,10,0,465
14000,COUNT,1.411,10,10,10,3465
14000,DEALER,1.411,10,10,0,-6825
14001,BASIC,1.691,10,10,-10,455
14001,COUNT,1.691,20,20,20,3485
14001,DEALER,1.691,10,10,10,-6815
14002,BASIC,0.881,10,10,-10,445
14002,COUNT,0.881,10,10,-10,3475
14002,DEALER,0.881,10,10,0,-6815
14003,BASIC,0.0,10,10,10,455
14003,COUNT,0.0,10,10,10,3485
14003,DEALER,0.0,10,10,10,-6805
14004,BASIC,-0.242,10,10,10,465
14004,COUNT,-0.242,10,10,10,3495
14004,DEALER,-0.242,10,10,10,-6795
14005,BASIC,0.0,10,10,-10,455
14005,COUNT,0.0,10,10,-10,3485
14005,DEALER,0.0,10,10,10,-6785
14006,BASIC,0.545,10,10,15,470
14006,COUNT,0.545,10,10,10,3495
14006,DEALER,0.545,10,10,-10,-6795
14007,BASIC,0.0,10,10,15,485
14007,COUNT,0.0,10,10,-10,3485
14007,DEALER,0.0,10,10,10,-6785
14008,BASIC,-0.912,10,10,-5,480
14008,COUNT,-0.912,10,10,10,3495
14008,DEALER,-0.912,10,10,10,-6775
14009,BASIC,-2.247,10,10,-10,470
14009,COUNT,-2.247,10,10,-10,3485
14009,DEALER,-2.247,10,10,0,-6775
14010,BASIC,-1.722,10,10,15,485
14010,COUNT,-1.722,10,10,10,3495
14010,DEALER,-1.722,10,10,10,-6765
14011,BASIC,-2.229,10,10,15,500
14011,COUNT,-2.229,10,10,-10,3485
14011,DEALER,-2.229,10,10,-10,-6775
14012,BASIC,-2.0,10,10,10,510
14012,COUNT,-2.0,10,10,10,3495
14012,DEALER,-2.0,10,10,-10,-6785
14013,BASIC,-2.622,10,10,0,510
14013,COUNT,-2.622,10,10,-10,3485
14013,DEALER,-2.622,10,10,15,-6770
14014,BASIC,-4.727,10,10,-10,500
14014,COUNT,-4.727,10,10,-10,3475
14014,DEALER,-4.727,10,10,-10,-6780
14015,BASIC,-4.588,10,10,-10,490
14015,COUNT,-4.588,10,10,-10,3465
14015,DEALER,-4.588,10,10,-10,-6790
14016,BASIC,-2.261,10,10,-10,480
14016,COUNT,-2.261,10,10,-10,3455
14016,DEALER,-2.261,10,10,0,-6790
14017,BASIC,-3.805,10,10,-10,470
14017,COUNT,-3.805,10,10,-10,3445
14017,DEALER,-3.805,10,10,-10,-6800
14018,BASIC,0.0,10,10,-10,460
14018,COUNT,0.0,10,10,-10,3435
14018,DEALER,0.0,10,10,-10,-6810
14019,BASIC,-0.172,10,20,-20,440
14019,COUNT,-0.172,10,20,-20,3415
14019,DEALER,-0.172,10,10,-10,-6820
14020,BASIC,0.536,10,10,10,450
14020,COUNT,0.536,10,10,10,3425
14020,DEALER,0.536,10,10,-10,-6830
14021,BASIC,1.305,10,10,15,465
14021,COUNT,1.305,10,10,-10,3415
14021,DEALER,1.305,10,10,-10,-6840
14022,BASIC,0.58,10,10,-10,455
14022,COUNT,0.58,10,10,-10,3405
14022,DEALER,0.58,10,10,-10,-6850
14023,BASIC,-0.202,10,10,10,465
14023,COUNT,-0.202,10,10,-10,3395
14023,DEALER,-0.202,10,10,-10,-6860
14024,BASIC,-0.423,10,10,0,465
14024,COUNT,-0.423,10,10,0,3395
14024,DEALER,-0.423,10,10,0,-6860
14025,BASIC,-2.185,10,10,-10,455
14025,COUNT,-2.185,10,10,-10,3385
14025,DEALER,-2.185,10,10,-10,-6870
14026,BASIC,-2.071,10,10,0,455
14026,COUNT,-2.071,10,10,-10,3375
14026,DEALER,-2.071,10,10,-10,-6880
14027,BASIC,-1.458,10,10,10,465
14027,COUNT,-1.458,10,10,-10,3365
14027,DEALER,-1.458,10,10,10,-6870
14028,BASIC,-1.03,10,10,10,475
14028,COUNT,-1.03,10,10,-10,3355
14028,DEALER,-1.03,10,10,-10,-6880
14029,BASIC,-0.275,10,20,-20,455
14029,COUNT,-0.275,10,20,-20,3335
14029,DEALER,-0.275,10,10,0,-6880
14030,BASIC,0.881,10,10,10,465
14030,COUNT,0.881,10,10,10,3345
14030,DEALER,0.881,10,10,15,-6865
14031,BASIC,1.88,10,10,0,465
14031,COUNT,1.88,20,20,-20,3325
14031,DEALER,1.88,10,10,0,-6865
14032,BASIC,3.019,10,10,-10,455
14032,COUNT,3.019,30,30,30,3355
14032,DEALER,3.019,10,10,10,-6855
14033,BASIC,2.528,10,10,-5,450
14033,COUNT,2.528,30,30,-30,3325
14033,DEALER,2.528,10,10,-10,-6865
14034,BASIC,1.94,10,10,-10,440
14034,COUNT,1.94,20,20,-20,3305
14034,DEALER,1.94,10,10,-10,-6875
14035,BASIC,1.719,10,10,0,440
14035,COUNT,1.719,20,20,20,3325
14035,DEALER,1.719,10,10,-10,-6885
14036,BASIC,0.937,10,10,-10,430
14036,COUNT,0.937,10,20,-20,3305
14036,DEALER,0.937,10,10,-10,-6895
14037,BASIC,1.576,10,20,-20,410
14037,COUNT,1.576,20,20,0,3305
14037,DEALER,1.576,10,10,0,-6895
14038,BASIC,2.921,10,10,-10,400
14038,COUNT,2.921,30,30,-30,3275
14038,DEALER,2.921,10,10,10,-6885
14039,BASIC,0.0,10,10,-10,390
14039,COUNT,0.0,10,10,-10,3265
14039,DEALER,0.0,10,10,-10,-6895
14040,BASIC,0.173,10,10,15,405
14040,COUNT,0.173,10,10,-10,3255
14040,DEALER,0.173,10,10,10,-6885
14041,BASIC,-0.536,10,10,-5,400
14041,COUNT,-0.536,10,10,-5,3250
14041,DEALER,-0.536,10,10,-10,-6895
14042,BASIC,-1.11,10,10,10,410
14042,COUNT,-1.11,10,10,-10,3240
14042,DEALER,-1.11,10,10,10,-6885
14043,BASIC,-0.776,10,10,-10,400
14043,COUNT,-0.776,10,10,-10,3230
14043,DEALER,-0.776,10,10,-10,-6895
14044,BASIC,-1.016,10,10,-10,390
14044,COUNT,-1.016,10,10,-5,3225
14044,DEALER,-1.016,10,10,10,-6885
14045,BASIC,-1.057,10,10,-10,380
14045,COUNT,-1.057,10,10,-10,3215
14045,DEALER,-1.057,10,10,-10,-6895
14046,BASIC,-1.111,10,10,10,390
14046,COUNT,-1.111,10,10,10,3225
14046,DEALER,-1.111,10,10,10,-6885
14047,BASIC,-1.171,10,10,-10,380
14047,COUNT,-1.171,10,10,-10,3215
14047,DEALER,-1.171,10,10,0,-6885
14048,BASIC,-1.256,10,10,-10,370
14048,COUNT,-1.256,10,10,-10,3205
14048,DEALER,-1.256,10,10,-10,-6895
14049,BASIC,-2.376,10,10,10,380
14049,COUNT,-2.376,10,10,10,3215
14049,DEALER,-2.376,10,10,10,-6885
14050,BASIC,-1.978,10,10,10,390
14050,COUNT,-1.978,10,10,10,3225
14050,DEALER,-1.978,10,10,-10,-6895
14051,BASIC,-2.419,10,10,-10,380
14051,COUNT,-2.419,10,10,-10,3215
14051,DEALER,-2.419,10,10,-10,-6905
14052,BASIC,-3.27,10,10,10,390
14052,COUNT,-3.27,10,10,10,3225
14052,DEALER,-3.27,10,10,10,-6895
14053,BASIC,-2.849,10,20,20,410
14053,COUNT,-2.849,10,10,10,3235
14053,DEALER,-2.849,10,10,-10,-6905
14054,BASIC,-2.716,10,20,-20,390
14054,COUNT,-2.716,10,20,-20,3215
14054,DEALER,-2.716,10,10,-10,-6915
14055,BASIC,-0.43,10,20,-20,370
14055,COUNT,-0.43,10,10,-10,3205
14055,DEALER,-0.43,10,10,-10,-6925
14056,BASIC,1.458,10,10,-10,360
14056,COUNT,1.458,10,10,10,3215
14056,DEALER,1.458,10,10,10,-6915
14057,BASIC,1.608,10,20,-20,340
14057,COUNT,1.608,20,40,-40,3175
14057,DEALER,1.608,10,10,-10,-6925
14058,BASIC,2.476,10,10,10,350
14058,COUNT,2.476,20,20,-20,3155
14058,DEALER,2.476,10,10,-10,-6935
14059,BASIC,0.0,10,10,-10,340
14059,COUNT,0.0,10,10,-10,3145
14059,DEALER,0.0,10,10,-10,-6945
14060,BASIC,0.518,10,10,-10,330
14060,COUNT,0.518,10,20,20,3165
14060,DEALER,0.518,10,10,-10,-6955
14061,BASIC,1.273,10,10,-10,320
14061,COUNT,1.273,10,10,-10,3155
14061,DEALER,1.273,10,10,15,-6940
14062,BASIC,1.324,10,10,0,320
14062,COUNT,1.324,10,10,-10,3145
14062,DEALER,1.324,10,10,-10,-6950
14063,BASIC,1.582,10,10,-10,310
14063,COUNT,1.582,20,20,-20,3125
14063,DEALER,1.582,10,10,-10,-6960
14064,BASIC,2.039,10,10,-10,300
14064,COUNT,2.039,20,20,-20,3105
14064,DEALER,2.039,10,10,-10,-6970
14065,BASIC,2.14,10,10,10,310
14065,COUNT,2.14,20,20,30,3135
14065,DEALER,2.14,10,10,10,-6960
14066,BASIC,1.785,10,10,-5,305
14066,COUNT,1.785,20,20,-10,3125
14066,DEALER,1.785,10,10,10,-6950
14067,BASIC,1.882,10,10,-10,295
14067,COUNT,1.882,20,20,0,3125
14067,DEALER,1.882,10,10,10,-6940
14068,BASIC,2.737,10,10,-10,285
14068,COUNT,2.737,30,30,30,3155
14068,DEALER,2.737,10,10,15,-6925
14069,BASIC,2.352,10,10,-10,275
14069,COUNT,2.352,20,20,-20,3135
14069,DEALER,2.352,10,10,-10,-6935
14070,BASIC,1.634,10,10,10,285
14070,COUNT,1.634,20,20,-20,3115
14070,DEALER,1.634,10,10,10,-6925
14071,BASIC,1.436,10,10,-10,275
14071,COUNT,1.436,10,10,-10,3105
14071,DEALER,1.436,10,10,-10,-6935
14072,BASIC,0.608,10,10,-5,270
14072,COUNT,0.608,10,10,10,3115
14072,DEALER,0.608,10,10,10,-6925
14073,BASIC,1.3,10,20,20,290
14073,COUNT,1.3,10,10,-10,3105
14073,DEALER,1.3,10,10,10,-6915
14074,BASIC,1.396,10,10,-5,285
14074,COUNT,1.396,10,10,15,3120
14074,DEALER,1.396,10,10,10,-6905
14075,BASIC,1.496,10,20,20,305
14075,COUNT,1.496,10,10,10,3130
14075,DEALER,1.496,10,10,10,-6895
14076,BASIC,1.638,10,10,10,315
14076,COUNT,1.638,20,20,20,3150
14076,DEALER,1.638,10,10,10,-6885
14077,BASIC,0.881,10,20,-20,295
14077,COUNT,0.881,10,10,-10,3140
14077,DEALER,0.881,10,10,0,-6885
14078,BASIC,0.972,10,10,15,310
14078,COUNT,0.972,10,10,-10,3130
14078,DEALER,0.972,10,10,-10,-6895
14079,BASIC,2.737,10,10,10,320
14079,COUNT,2.737,30,30,30,3160
14079,DEALER,2.737,10,10,10,-6885
14080,BASIC,0.0,10,20,20,340
14080,COUNT,0.0,10,10,-10,3150
14080,DEALER,0.0,10,10,10,-6875
14081,BASIC,0.0,10,10,-10,330
14081,COUNT,0.0,10,10,-10,3140
14081,DEALER,0.0,10,10,-10,-6885
14082,BASIC,-0.693,10,20,-20,310
14082,COUNT,-0.693,10,10,-10,3130
14082,DEALER,-0.693,10,10,-10,-6895
14083,BASIC,-0.897,10,10,-10,300
14083,COUNT,-0.897,10,10,-10,3120
14083,DEALER,-0.897,10,10,10,-6885
14084,BASIC,-0.557,10,10,-5,295
14084,COUNT,-0.557,10,10,15,3135
14084,DEALER,-0.557,10,10,10,-6875
14085,BASIC,-1.535,10,10,-10,285
14085,COUNT,-1.535,10,10,-10,3125
14085,DEALER,-1.535,10,10,-10,-6885
14086,BASIC,-0.989,10,10,-10,275
14086,COUNT,-0.989,10,10,-10,3115
14086,DEALER,-0.989,10,10,0,-6885
14087,BASIC,-0.829,10,10,-5,270
14087,COUNT,-0.829,10,10,-10,3105
14087,DEALER,-0.829,10,10,10,-6875
14088,BASIC,-1.083,10,10,-10,260
14088,COUNT,-1.083,10,10,-10,3095
14088,DEALER,-1.083,10,10,15,-6860
14089,BASIC,-1.576,10,20,20,280
14089,COUNT,-1.576,10,10,10,3105
14089,DEALER,-1.576,10,10,10,-6850
14090,BASIC,-2.127,10,10,10,290
14090,COUNT,-2.127,10,10,10,3115
14090,DEALER,-2.127,10,10,15,-6835
14091,BASIC,-1.5,10,10,10,300
14091,COUNT,-1.5,10,20,20,3135
14091,DEALER,-1.5,10,10,-10,-6845
14092,BASIC,-1.857,10,10,-10,290
14092,COUNT,-1.857,10,10,-5,3130
14092,DEALER,-1.857,10,10,-10,-6855
14093,BASIC,-2.516,10,10,10,300
14093,COUNT,-2.516,10,10,-10,3120
14093,DEALER,-2.516,10,10,-10,-6865
14094,BASIC,-3.269,10,10,-10,290
14094,COUNT,-3.269,10,10,-10,3110
14094,DEALER,-3.269,10,10,-10,-6875
14095,BASIC,-3.553,10,10,10,300
14095,COUNT,-3.553,10,20,20,3130
14095,DEALER,-3.553,10,10,15,-6860
14096,BASIC,-3.467,10,10,-10,290
14096,COUNT,-3.467,10,10,-10,3120
14096,DEALER,-3.467,10,10,-10,-6870
14097,BASIC,-3.391,10,10,10,300
14097,COUNT,-3.391,10,10,10,3130
14097,DEALER,-3.391,10,10,10,-6860
14098,BASIC,-3.685,10,10,-10,290
14098,COUNT,-3.685,10,10,-10,3120
14098,DEALER,-3.685,10,10,-10,-6870
14099,BASIC,-2.69,10,10,-10,280
14099,COUNT,-2.69,10,10,10,3130
14099,DEALER,-2.69,10,10,10,-6860
14100,BASIC,-1.472,10,10,-10,270
14100,COUNT,-1.472,10,10,10,3140
14100,DEALER,-1.472,10,10,-10,-6870
14101,BASIC,-2.167,10,20,0,270
14101,COUNT,-2.167,10,10,0,3140
14101,DEALER,-2.167,10,10,10,-6860
14102,BASIC,-0.634,10,10,0,270
14102,COUNT,-0.634,10,10,-10,3130
14102,DEALER,-0.634,10,10,10,-6850
14103,BASIC,0.0,10,10,-10,260
14103,COUNT,0.0,10,10,10,3140
14103,DEALER,0.0,10,10,-10,-6860
14104,BASIC,-0.515,10,10,-10,250
14104,COUNT,-0.515,10,10,10,3150
14104,DEALER,-0.515,10,10,10,-6850
14105,BASIC,0.357,10,10,-10,240
14105,COUNT,0.357,10,10,-10,3140
14105,DEALER,0.357,10,10,-10,-6860
14106,BASIC,-0.184,10,10,-10,230
14106,COUNT,-0.184,10,10,-5,3135
14106,DEALER,-0.184,10,10,-10,-6870
14107,BASIC,-0.762,10,10,-10,220
14107,COUNT,-0.762,10,10,-10,3125
14107,DEALER,-0.762,10,10,-10,-6880
14108,BASIC,-0.791,10,10,-10,210
14108,COUNT,-0.791,10,10,15,3140
14108,DEALER,-0.791,10,10,15,-6865
14109,BASIC,-1.233,10,10,10,220
14109,COUNT,-1.233,10,10,10,3150
14109,DEALER,-1.233,10,10,10,-6855
14110,BASIC,-0.217,10,10,-10,210
14110,COUNT,-0.217,10,10,-10,3140
14110,DEALER,-0.217,10,10,0,-6855
14111,BASIC,0.229,10,10,10,220
14111,COUNT,0.229,10,10,-5,3135
14111,DEALER,0.229,10,10,-10,-6865
14112,BASIC,-0.24,10,10,10,230
14112,COUNT,-0.24,10,10,-10,3125
14112,DEALER,-0.24,10,10,-10,-6875
14113,BASIC,-0.502,10,10,-10,220
14113,COUNT,-0.502,10,10,-10,3115
14113,DEALER,-0.502,10,10,-10,-6885
14114,BASIC,-0.784,10,10,15,235
14114,COUNT,-0.784,10,20,-20,3095
14114,DEALER,-0.784,10,10,10,-6875
14115,BASIC,0.0,10,10,0,235
14115,COUNT,0.0,10,10,10,3105
14115,DEALER,0.0,10,10,-10,-6885
14116,BASIC,0.297,10,10,10,245
14116,COUNT,0.297,10,10,10,3115
14116,DEALER,0.297,10,10,10,-6875
14117,BASIC,0.963,10,20,20,265
14117,COUNT,0.963,10,10,10,3125
14117,DEALER,0.963,10,10,10,-6865
14118,BASIC,0.693,10,10,10,275
14118,COUNT,0.693,10,10,10,3135
14118,DEALER,0.693,10,10,10,-6855
14119,BASIC,0.743,10,10,-10,265
14119,COUNT,0.743,10,10,10,3145
14119,DEALER,0.743,10,10,0,-6855
14120,BASIC,1.209,10,10,0,265
14120,COUNT,1.209,10,20,-20,3125
14120,DEALER,1.209,10,10,10,-6845
14121,BASIC,1.763,10,10,-10,255
14121,COUNT,1.763,20,20,-20,3105
14121,DEALER,1.763,10,10,-10,-6855
14122,BASIC,2.43,10,10,-10,245
14122,COUNT,2.43,20,20,30,3135
14122,DEALER,2.43,10,10,0,-6855
14123,BASIC,-0.536,10,10,0,245
14123,COUNT,-0.536,10,20,-20,3115
14123,DEALER,-0.536,10,10,-10,-6865
14124,BASIC,0.0,10,10,15,260
14124,COUNT,0.0,10,10,-10,3105
14124,DEALER,0.0,10,10,10,-6855
