round,strategy,true_count,bet,wagered,result,bankroll
13704,DEALER,-1.767,10,10,-10,-6685
13705,BASIC,0.0,10,10,-10,335
13705,COUNT,0.0,10,10,-10,3360
13705,DEALER,0.0,10,10,-10,-6695
13706,BASIC,-0.291,10,10,10,345
13706,COUNT,-0.291,10,10,10,3370
13706,DEALER,-0.291,10,10,10,-6685
13707,BASIC,-0.923,10,10,-10,335
13707,COUNT,-0.923,10,10,10,3380
13707,DEALER,-0.923,10,10,10,-6675
13708,BASIC,-1.342,10,10,-10,325
13708,COUNT,-1.342,10,10,-10,3370
13708,DEALER,-1.342,10,10,-10,-6685
13709,BASIC,-2.493,10,10,15,340
13709,COUNT,-2.493,10,10,-10,3360
13709,DEALER,-2.493,10,10,10,-6675
13710,BASIC,-3.081,10,10,-10,330
13710,COUNT,-3.081,10,10,10,3370
13710,DEALER,-3.081,10,10,-10,-6685
13711,BASIC,-1.691,10,10,10,340
13711,COUNT,-1.691,10,10,0,3370
13711,DEALER,-1.691,10,10,-10,-6695
13712,BASIC,-1.418,10,10,0,340
13712,COUNT,-1.418,10,10,-10,3360
13712,DEALER,-1.418,10,10,-10,-6705
13713,BASIC,-1.061,10,10,-10,330
13713,COUNT,-1.061,10,20,-20,3340
13713,DEALER,-1.061,10,10,10,-6695
13714,BASIC,1.835,10,10,-10,320
13714,COUNT,1.835,20,20,-20,3320
13714,DEALER,1.835,10,10,0,-6695
13715,BASIC,0.0,10,10,10,330
13715,COUNT,0.0,10,10,-10,3310
13715,DEALER,0.0,10,10,10,-6685
13716,BASIC,0.7,10,10,-10,320
13716,COUNT,0.7,10,10,0,3310
13716,DEALER,0.7,10,10,0,-6685
13717,BASIC,-0.181,10,20,-20,300
13717,COUNT,-0.181,10,10,-10,3300
13717,DEALER,-0.181,10,10,-10,-6695
13718,BASIC,0.188,10,20,-20,280
13718,COUNT,0.188,10,10,10,3310
13718,DEALER,0.188,10,10,10,-6685
13719,BASIC,-0.388,10,10,10,290
13719,COUNT,-0.388,10,10,-10,3300
13719,DEALER,-0.388,10,10,-10,-6695
13720,BASIC,0.822,10,10,10,300
13720,COUNT,0.822,10,10,10,3310
13720,DEALER,0.822,10,10,15,-6680
13721,BASIC,0.428,10,10,10,310
13721,COUNT,0.428,10,20,10,3320
13721,DEALER,0.428,10,10,-10,-6690
13722,BASIC,0.0,10,10,10,320
13722,COUNT,0.0,10,10,0,3320
13722,DEALER,0.0,10,10,10,-6680
13723,BASIC,0.236,10,20,-20,300
13723,COUNT,0.236,10,10,-10,3310
13723,DEALER,0.236,10,10,-10,-6690
13724,BASIC,-0.249,10,10,-10,290
13724,COUNT,-0.249,10,10,10,3320
13724,DEALER,-0.249,10,10,-10,-6700
13725,BASIC,-0.533,10,10,-5,285
13725,COUNT,-0.533,10,10,-10,3310
13725,DEALER,-0.533,10,10,10,-6690
13726,BASIC,-0.565,10,10,-10,275
13726,COUNT,-0.565,10,10,-10,3300
13726,DEALER,-0.565,10,10,10,-6680
13727,BASIC,-0.605,10,10,10,285
13727,COUNT,-0.605,10,20,20,3320
13727,DEALER,-0.605,10,10,10,-6670
13728,BASIC,-0.642,10,10,10,295
13728,COUNT,-0.642,10,10,10,3330
13728,DEALER,-0.642,10,10,-10,-6680
13729,BASIC,-1.711,10,10,10,305
13729,COUNT,-1.711,10,10,-10,3320
13729,DEALER,-1.711,10,10,-10,-6690
13730,BASIC,-2.6,10,10,-10,295
13730,COUNT,-2.6,10,10,-10,3310
13730,DEALER,-2.6,10,10,-10,-6700
13731,BASIC,-1.209,10,10,10,305
13731,COUNT,-1.209,10,10,10,3320
13731,DEALER,-1.209,10,10,10,-6690
13732,BASIC,0.0,10,10,10,315
13732,COUNT,0.0,10,10,10,3330
13732,DEALER,0.0,10,10,10,-6680
13733,BASIC,-0.954,10,10,10,325
13733,COUNT,-0.954,10,20,20,3350
13733,DEALER,-0.954,10,10,10,-6670
13734,BASIC,-1.072,10,10,-10,315
13734,COUNT,-1.072,10,10,-10,3340
13734,DEALER,-1.072,10,10,-10,-6680
13735,BASIC,0.605,10,10,10,325
13735,COUNT,0.605,10,10,10,3350
13735,DEALER,0.605,10,10,10,-6670
13736,BASIC,0.0,10,10,10,335
13736,COUNT,0.0,10,10,-10,3340
13736,DEALER,0.0,10,10,-10,-6680
13737,BASIC,0.87,10,10,10,345
13737,COUNT,0.87,10,10,10,3350
13737,DEALER,0.87,10,10,10,-6670
13738,BASIC,0.538,10,10,-10,335
13738,COUNT,0.538,10,20,-20,3330
13738,DEALER,0.538,10,10,-10,-6680
13739,BASIC,1.13,10,10,10,345
13739,COUNT,1.13,10,10,10,3340
13739,DEALER,1.13,10,10,-10,-6690
13740,BASIC,1.992,10,10,-10,335
13740,COUNT,1.992,20,20,-20,3320
13740,DEALER,1.992,10,10,0,-6690
13741,BASIC,1.651,10,10,-10,325
13741,COUNT,1.651,20,40,-40,3280
13741,DEALER,1.651,10,10,0,-6690
13742,BASIC,2.167,10,10,-10,315
13742,COUNT,2.167,20,20,-20,3260
13742,DEALER,2.167,10,10,-10,-6700
13743,BASIC,2.466,10,10,10,325
13743,COUNT,2.466,20,20,20,3280
13743,DEALER,2.466,10,10,10,-6690
13744,BASIC,1.874,10,20,-20,305
13744,COUNT,1.874,20,20,20,3300
13744,DEALER,1.874,10,10,-10,-6700
13745,BASIC,2.524,10,10,15,320
13745,COUNT,2.524,30,30,-15,3285
13745,DEALER,2.524,10,10,-10,-6710
13746,BASIC,1.857,10,10,-10,310
13746,COUNT,1.857,20,20,20,3305
13746,DEALER,1.857,10,10,10,-6700
13747,BASIC,2.543,10,10,10,320
13747,COUNT,2.543,30,30,-30,3275
13747,DEALER,2.543,10,10,-10,-6710
13748,BASIC,2.129,10,10,-5,315
13748,COUNT,2.129,20,20,-20,3255
13748,DEALER,2.129,10,10,-10,-6720
13749,BASIC,1.95,10,10,0,315
13749,COUNT,1.95,20,20,-20,3235
13749,DEALER,1.95,10,10,-10,-6730
13750,BASIC,2.459,10,10,15,330
13750,COUNT,2.459,20,20,20,3255
13750,DEALER,2.459,10,10,10,-6720
13751,BASIC,1.496,10,10,10,340
13751,COUNT,1.496,10,10,-10,3245
13751,DEALER,1.496,10,10,10,-6710
13752,BASIC,0.8,10,10,15,355
13752,COUNT,0.8,10,10,10,3255
13752,DEALER,0.8,10,10,-10,-6720
13753,BASIC,0.0,10,20,20,375
13753,COUNT,0.0,10,10,-10,3245
13753,DEALER,0.0,10,10,10,-6710
13754,BASIC,-0.477,10,10,10,385
13754,COUNT,-0.477,10,20,0,3245
13754,DEALER,-0.477,10,10,-10,-6720
13755,BASIC,-1.051,10,10,10,395
13755,COUNT,-1.051,10,10,10,3255
13755,DEALER,-1.051,10,10,10,-6710
13756,BASIC,-1.773,10,10,10,405
13756,COUNT,-1.773,10,10,10,3265
13756,DEALER,-1.773,10,10,-10,-6720
13757,BASIC,0.0,10,20,20,425
13757,COUNT,0.0,10,10,10,3275
13757,DEALER,0.0,10,10,-10,-6730
13758,BASIC,0.347,10,10,10,435
13758,COUNT,0.347,10,10,-5,3270
13758,DEALER,0.347,10,10,-10,-6740
13759,BASIC,-0.356,10,10,10,445
13759,COUNT,-0.356,10,10,10,3280
13759,DEALER,-0.356,10,10,10,-6730
13760,BASIC,-0.74,10,10,-10,435
13760,COUNT,-0.74,10,10,-10,3270
13760,DEALER,-0.74,10,10,-10,-6740
13761,BASIC,-0.582,10,10,10,445
13761,COUNT,-0.582,10,10,10,3280
13761,DEALER,-0.582,10,10,10,-6730
13762,BASIC,-1.016,10,10,10,455
13762,COUNT,-1.016,10,10,10,3290
13762,DEALER,-1.016,10,10,-10,-6740
13763,BASIC,-1.268,10,10,-10,445
13763,COUNT,-1.268,10,10,10,3300
13763,DEALER,-1.268,10,10,-10,-6750
13764,BASIC,-0.889,10,10,10,455
13764,COUNT,-0.889,10,10,10,3310
13764,DEALER,-0.889,10,10,10,-6740
13765,BASIC,-1.166,10,10,-5,450
13765,COUNT,-1.166,10,10,-10,3300
13765,DEALER,-1.166,10,10,-10,-6750
13766,BASIC,-1.944,10,10,0,450
13766,COUNT,-1.944,10,10,-5,3295
13766,DEALER,-1.944,10,10,0,-6750
13767,BASIC,-2.818,10,10,10,460
13767,COUNT,-2.818,10,10,10,3305
13767,DEALER,-2.818,10,10,10,-6740
13768,BASIC,-2.708,10,20,20,480
13768,COUNT,-2.708,10,10,10,3315
13768,DEALER,-2.708,10,10,10,-6730
13769,BASIC,-2.873,10,20,20,500
13769,COUNT,-2.873,10,10,-10,3305
13769,DEALER,-2.873,10,10,-10,-6740
13770,BASIC,-1.868,10,10,-10,490
13770,COUNT,-1.868,10,10,-10,3295
13770,DEALER,-1.868,10,10,0,-6740
13771,BASIC,-3.019,10,10,10,500
13771,COUNT,-3.019,10,10,15,3310
13771,DEALER,-3.019,10,10,10,-6730
13772,BASIC,-2.909,10,10,-10,490
13772,COUNT,-2.909,10,10,-10,3300
13772,DEALER,-2.909,10,10,0,-6730
13773,BASIC,-3.081,10,10,-5,485
13773,COUNT,-3.081,10,10,-10,3290
13773,DEALER,-3.081,10,10,-10,-6740
13774,BASIC,-4.194,10,10,-10,475
13774,COUNT,-4.194,10,10,-10,3280
13774,DEALER,-4.194,10,10,10,-6730
13775,BASIC,-2.836,10,10,0,475
13775,COUNT,-2.836,10,10,10,3290
13775,DEALER,-2.836,10,10,-10,-6740
13776,BASIC,-4.119,10,10,-10,465
13776,COUNT,-4.119,10,10,-10,3280
13776,DEALER,-4.119,10,10,-10,-6750
13777,BASIC,-1.733,10,10,-10,455
13777,COUNT,-1.733,10,20,0,3280
13777,DEALER,-1.733,10,10,0,-6750
13778,BASIC,0.0,10,10,-10,445
13778,COUNT,0.0,10,10,-10,3270
13778,DEALER,0.0,10,10,-10,-6760
13779,BASIC,0.0,10,10,-10,435
13779,COUNT,0.0,10,10,15,3285
13779,DEALER,0.0,10,10,0,-6760
13780,BASIC,0.52,10,10,10,445
13780,COUNT,0.52,10,10,0,3285
13780,DEALER,0.52,10,10,10,-6750
13781,BASIC,-0.179,10,10,-10,435
13781,COUNT,-0.179,10,20,-20,3265
13781,DEALER,-0.179,10,10,10,-6740
13782,BASIC,0.0,10,10,-10,425
13782,COUNT,0.0,10,10,10,3275
13782,DEALER,0.0,10,10,-10,-6750
13783,BASIC,-0.776,10,10,0,425
13783,COUNT,-0.776,10,10,-10,3265
13783,DEALER,-0.776,10,10,15,-6735
13784,BASIC,-1.807,10,10,-10,415
13784,COUNT,-1.807,10,10,-10,3255
13784,DEALER,-1.807,10,10,10,-6725
13785,BASIC,-1.268,10,10,10,425
13785,COUNT,-1.268,10,10,-10,3245
13785,DEALER,-1.268,10,10,-10,-6735
13786,BASIC,-1.116,10,10,0,425
13786,COUNT,-1.116,10,20,20,3265
13786,DEALER,-1.116,10,10,-10,-6745
13787,BASIC,-1.857,10,10,10,435
13787,COUNT,-1.857,10,10,10,3275
13787,DEALER,-1.857,10,10,15,-6730
13788,BASIC,-2.419,10,10,-10,425
13788,COUNT,-2.419,10,10,-10,3265
13788,DEALER,-2.419,10,10,-10,-6740
13789,BASIC,-3.517,10,10,10,435
13789,COUNT,-3.517,10,10,10,3275
13789,DEALER,-3.517,10,10,10,-6730
13790,BASIC,-2.45,10,10,-10,425
13790,COUNT,-2.45,10,10,-5,3270
13790,DEALER,-2.45,10,10,-10,-6740
13791,BASIC,-2.6,10,20,20,445
13791,COUNT,-2.6,10,10,-10,3260
13791,DEALER,-2.6,10,10,-10,-6750
13792,BASIC,-2.769,10,10,10,455
13792,COUNT,-2.769,10,10,10,3270
13792,DEALER,-2.769,10,10,-10,-6760
13793,BASIC,-2.304,10,10,-10,445
13793,COUNT,-2.304,10,10,-10,3260
13793,DEALER,-2.304,10,10,-10,-6770
13794,BASIC,-3.162,10,10,-10,435
13794,COUNT,-3.162,10,10,0,3260
13794,DEALER,-3.162,10,10,15,-6755
13795,BASIC,-5.571,10,20,20,455
13795,COUNT,-5.571,10,10,-10,3250
13795,DEALER,-5.571,10,10,-10,-6765
13796,BASIC,-5.452,10,10,10,465
13796,COUNT,-5.452,10,10,10,3260
13796,DEALER,-5.452,10,10,10,-6755
13797,BASIC,-5.153,10,40,-20,445
13797,COUNT,-5.153,10,10,-10,3250
13797,DEALER,-5.153,10,10,-10,-6765
13798,BASIC,-7.116,10,10,-10,435
13798,COUNT,-7.116,10,20,-20,3230
13798,DEALER,-7.116,10,10,-10,-6775
13799,BASIC,-3.133,10,10,-10,425
13799,COUNT,-3.133,10,10,10,3240
13799,DEALER,-3.133,10,10,10,-6765
13800,BASIC,0.0,10,10,-5,420
13800,COUNT,0.0,10,10,-10,3230
13800,DEALER,0.0,10,10,10,-6755
13801,BASIC,0.0,10,10,-10,410
13801,COUNT,0.0,10,10,10,3240
13801,DEALER,0.0,10,10,10,-6745
13802,BASIC,0.0,10,10,-10,400
13802,COUNT,0.0,10,10,-10,3230
13802,DEALER,0.0,10,10,-10,-6755
13803,BASIC,-0.371,10,10,10,410
13803,COUNT,-0.371,10,10,0,3230
13803,DEALER,-0.371,10,10,-10,-6765
13804,BASIC,-0.193,10,10,-10,400
13804,COUNT,-0.193,10,10,10,3240
13804,DEALER,-0.193,10,10,10,-6755
13805,BASIC,-1.012,10,10,-5,395
13805,COUNT,-1.012,10,10,-5,3235
13805,DEALER,-1.012,10,10,0,-6755
13806,BASIC,-1.671,10,10,10,405
13806,COUNT,-1.671,10,10,10,3245
13806,DEALER,-1.671,10,10,10,-6745
13807,BASIC,-2.185,10,10,10,415
13807,COUNT,-2.185,10,10,15,3260
13807,DEALER,-2.185,10,10,10,-6735
13808,BASIC,-2.978,10,10,-10,405
13808,COUNT,-2.978,10,10,-10,3250
13808,DEALER,-2.978,10,10,0,-6735
13809,BASIC,-2.177,10,10,-10,395
13809,COUNT,-2.177,10,10,10,3260
13809,DEALER,-2.177,10,10,0,-6735
13810,BASIC,-2.029,10,10,-5,390
13810,COUNT,-2.029,10,10,-5,3255
13810,DEALER,-2.029,10,10,10,-6725
13811,BASIC,-1.867,10,20,-10,380
13811,COUNT,-1.867,10,10,10,3265
13811,DEALER,-1.867,10,10,10,-6715
13812,BASIC,-1.436,10,10,-10,370
13812,COUNT,-1.436,10,10,10,3275
13812,DEALER,-1.436,10,10,-10,-6725
13813,BASIC,-1.557,10,10,0,370
13813,COUNT,-1.557,10,10,0,3275
13813,DEALER,-1.557,10,10,-10,-6735
13814,BASIC,-2.318,10,10,10,380
13814,COUNT,-2.318,10,10,10,3285
13814,DEALER,-2.318,10,10,10,-6725
13815,BASIC,-2.152,10,10,-10,370
13815,COUNT,-2.152,10,10,-10,3275
13815,DEALER,-2.152,10,10,-10,-6735
13816,BASIC,-1.191,10,10,10,380
13816,COUNT,-1.191,10,10,10,3285
13816,DEALER,-1.191,10,10,10,-6725
13817,BASIC,-1.733,10,10,-5,375
13817,COUNT,-1.733,10,10,-5,3280
13817,DEALER,-1.733,10,10,10,-6715
13818,BASIC,-2.786,10,10,-10,365
13818,COUNT,-2.786,10,10,-10,3270
13818,DEALER,-2.786,10,10,-10,-6725
13819,BASIC,-4.0,10,20,-20,345
13819,COUNT,-4.0,10,10,-10,3260
13819,DEALER,-4.0,10,10,10,-6715
13820,BASIC,0.0,10,20,20,365
13820,COUNT,0.0,10,10,10,3270
13820,DEALER,0.0,10,10,10,-6705
13821,BASIC,-1.284,10,30,30,395
13821,COUNT,-1.284,10,10,10,3280
13821,DEALER,-1.284,10,10,-10,-6715
13822,BASIC,0.0,10,10,-10,385
13822,COUNT,0.0,10,10,-10,3270
13822,DEALER,0.0,10,10,-10,-6725
13823,BASIC,-0.342,10,10,-10,375
13823,COUNT,-0.342,10,20,-20,3250
13823,DEALER,-0.342,10,10,10,-6715
13824,BASIC,0.0,10,10,-10,365
13824,COUNT,0.0,10,10,0,3250
13824,DEALER,0.0,10,10,-10,-6725
13825,BASIC,-0.183,10,10,10,375
13825,COUNT,-0.183,10,20,20,3270
13825,DEALER,-0.183,10,10,10,-6715
13826,BASIC,-0.193,10,10,-5,370
13826,COUNT,-0.193,10,20,20,3290
13826,DEALER,-0.193,10,10,15,-6700
13827,BASIC,-0.598,10,10,-10,360
13827,COUNT,-0.598,10,10,-10,3280
13827,DEALER,-0.598,10,10,-10,-6710
13828,BASIC,0.0,10,10,10,370
13828,COUNT,0.0,10,10,0,3280
13828,DEALER,0.0,10,10,-10,-6720
13829,BASIC,-1.088,10,10,-10,360
13829,COUNT,-1.088,10,10,0,3280
13829,DEALER,-1.088,10,10,0,-6720
13830,BASIC,-1.362,10,10,10,370
13830,COUNT,-1.362,10,20,0,3280
13830,DEALER,-1.362,10,10,10,-6710
13831,BASIC,-1.891,10,10,10,380
13831,COUNT,-1.891,10,10,10,3290
13831,DEALER,-1.891,10,10,0,-6710
13832,BASIC,-2.476,10,10,-10,370
13832,COUNT,-2.476,10,10,-10,3280
13832,DEALER,-2.476,10,10,10,-6700
13833,BASIC,-1.838,10,10,-10,360
13833,COUNT,-1.838,10,10,-10,3270
13833,DEALER,-1.838,10,10,-10,-6710
13834,BASIC,-1.668,10,10,10,370
13834,COUNT,-1.668,10,10,10,3280
13834,DEALER,-1.668,10,10,15,-6695
13835,BASIC,-3.525,10,10,10,380
13835,COUNT,-3.525,10,10,10,3290
13835,DEALER,-3.525,10,10,10,-6685
13836,BASIC,-4.359,10,10,-10,370
13836,COUNT,-4.359,10,10,10,3300
13836,DEALER,-4.359,10,10,10,-6675
13837,BASIC,-4.078,10,10,-10,360
13837,COUNT,-4.078,10,10,-10,3290
13837,DEALER,-4.078,10,10,-10,-6685
13838,BASIC,-5.818,10,10,15,375
13838,COUNT,-5.818,10,20,0,3290
13838,DEALER,-5.818,10,10,0,-6685
13839,BASIC,-6.697,10,10,10,385
13839,COUNT,-6.697,10,10,-5,3285
13839,DEALER,-6.697,10,10,10,-6675
13840,BASIC,-6.876,10,10,-10,375
13840,COUNT,-6.876,10,10,0,3285
13840,DEALER,-6.876,10,10,0,-6675
13841,BASIC,-7.495,10,10,-10,365
13841,COUNT,-7.495,10,10,0,3285
13841,DEALER,-7.495,10,10,0,-6675
13842,BASIC,-11.107,10,10,10,375
13842,COUNT,-11.107,10,20,20,3305
13842,DEALER,-11.107,10,10,10,-6665
13843,BASIC,-9.244,10,10,-10,365
13843,COUNT,-9.244,10,10,-10,3295
13843,DEALER,-9.244,10,10,-10,-6675
13844,BASIC,-7.899,10,10,-10,355
13844,COUNT,-7.899,10,10,10,3305
13844,DEALER,-7.899,10,10,-10,-6685
13845,BASIC,0.0,10,10,0,355
13845,COUNT,0.0,10,10,-5,3300
13845,DEALER,0.0,10,10,0,-6685
13846,BASIC,-0.343,10,10,-10,345
13846,COUNT,-0.343,10,10,-10,3290
13846,DEALER,-0.343,10,10,0,-6685
13847,BASIC,-0.357,10,10,10,355
13847,COUNT,-0.357,10,10,10,3300
13847,DEALER,-0.357,10,10,10,-6675
13848,BASIC,-0.738,10,30,-20,335
13848,COUNT,-0.738,10,10,-10,3290
13848,DEALER,-0.738,10,10,-10,-6685
13849,BASIC,-1.16,10,10,-10,325
13849,COUNT,-1.16,10,10,10,3300
13849,DEALER,-1.16,10,10,10,-6675
13850,BASIC,-1.828,10,10,10,335
13850,COUNT,-1.828,10,10,-10,3290
13850,DEALER,-1.828,10,10,0,-6675
13851,BASIC,-2.526,10,10,-10,325
13851,COUNT,-2.526,10,10,10,3300
13851,DEALER,-2.526,10,10,-10,-6685
13852,BASIC,-2.444,10,10,0,325
13852,COUNT,-2.444,10,10,-10,3290
13852,DEALER,-2.444,10,10,-10,-6695
13853,BASIC,-1.647,10,10,-5,320
13853,COUNT,-1.647,10,10,-5,3285
13853,DEALER,-1.647,10,10,0,-6695
13854,BASIC,-1.472,10,10,10,330
13854,COUNT,-1.472,10,10,-10,3275
13854,DEALER,-1.472,10,10,-10,-6705
13855,BASIC,-2.059,10,10,10,340
13855,COUNT,-2.059,10,10,10,3285
13855,DEALER,-2.059,10,10,-10,-6715
13856,BASIC,-2.189,10,10,10,350
13856,COUNT,-2.189,10,20,20,3305
13856,DEALER,-2.189,10,10,0,-6715
13857,BASIC,-0.304,10,20,-20,330
13857,COUNT,-0.304,10,10,-10,3295
13857,DEALER,-0.304,10,10,-10,-6725
13858,BASIC,0.325,10,10,-10,320
13858,COUNT,0.325,10,10,-10,3285
13858,DEALER,0.325,10,10,-10,-6735
13859,BASIC,1.757,10,10,10,330
13859,COUNT,1.757,20,20,-20,3265
13859,DEALER,1.757,10,10,0,-6735
13860,BASIC,1.507,10,10,-10,320
13860,COUNT,1.507,20,40,40,3305
13860,DEALER,1.507,10,10,-10,-6745
13861,BASIC,3.328,10,10,-10,310
13861,COUNT,3.328,30,30,-30,3275
13861,DEALER,3.328,10,10,0,-6745
13862,BASIC,3.649,10,10,10,320
13862,COUNT,3.649,40,40,40,3315
13862,DEALER,3.649,10,10,-10,-6755
13863,BASIC,3.534,10,10,-10,310
13863,COUNT,3.534,40,60,40,3355
13863,DEALER,3.534,10,10,-10,-6765
13864,BASIC,2.189,10,10,10,320
13864,COUNT,2.189,20,20,20,3375
13864,DEALER,2.189,10,10,10,-6755
13865,BASIC,1.224,10,20,20,340
13865,COUNT,1.224,10,20,20,3395
13865,DEALER,1.224,10,10,-10,-6765
13866,BASIC,0.0,10,10,10,350
13866,COUNT,0.0,10,20,20,3415
13866,DEALER,0.0,10,10,15,-6750
13867,BASIC,-0.696,10,10,15,365
13867,COUNT,-0.696,10,20,-20,3395
13867,DEALER,-0.696,10,10,-10,-6760
13868,BASIC,-0.903,10,10,-10,355
13868,COUNT,-0.903,10,10,0,3395
13868,DEALER,-0.903,10,10,-10,-6770
13869,BASIC,-0.567,10,10,10,365
13869,COUNT,-0.567,10,10,10,3405
13869,DEALER,-0.567,10,10,10,-6760
13870,BASIC,-0.591,10,10,10,375
13870,COUNT,-0.591,10,10,-10,3395
13870,DEALER,-0.591,10,10,10,-6750
13871,BASIC,-0.822,10,10,-10,365
13871,COUNT,-0.822,10,10,10,3405
13871,DEALER,-0.822,10,10,10,-6740
13872,BASIC,-2.131,10,10,-10,355
13872,COUNT,-2.131,10,10,15,3420
13872,DEALER,-2.131,10,10,0,-6740
13873,BASIC,-2.655,10,10,-10,345
13873,COUNT,-2.655,10,10,-10,3410
13873,DEALER,-2.655,10,10,-10,-6750
13874,BASIC,-2.321,10,10,-10,335
13874,COUNT,-2.321,10,10,-10,3400
13874,DEALER,-2.321,10,10,-10,-6760
13875,BASIC,-1.221,10,10,10,345
13875,COUNT,-1.221,10,10,15,3415
13875,DEALER,-1.221,10,10,10,-6750
13876,BASIC,-3.059,10,10,10,355
13876,COUNT,-3.059,10,10,-5,3410
13876,DEALER,-3.059,10,10,0,-6750
13877,BASIC,-4.245,10,10,-10,345
13877,COUNT,-4.245,10,10,-10,3400
13877,DEALER,-4.245,10,10,-10,-6760
13878,BASIC,-4.239,10,10,10,355
13878,COUNT,-4.239,10,10,10,3410
13878,DEALER,-4.239,10,10,-10,-6770
13879,BASIC,-2.753,10,10,-10,345
13879,COUNT,-2.753,10,10,-5,3405
13879,DEALER,-2.753,10,10,-10,-6780
13880,BASIC,-3.62,10,10,-10,335
13880,COUNT,-3.62,10,10,-10,3395
13880,DEALER,-3.62,10,10,15,-6765
13881,BASIC,-4.599,10,10,-10,325
13881,COUNT,-4.599,10,20,20,3415
13881,DEALER,-4.599,10,10,10,-6755
13882,BASIC,-4.588,10,10,-10,315
13882,COUNT,-4.588,10,40,-20,3395
13882,DEALER,-4.588,10,10,-10,-6765
13883,BASIC,-4.689,10,10,-10,305
13883,COUNT,-4.689,10,10,-10,3385
13883,DEALER,-4.689,10,10,10,-6755
13884,BASIC,-2.364,10,10,-10,295
13884,COUNT,-2.364,10,10,-10,3375
13884,DEALER,-2.364,10,10,-10,-6765
13885,BASIC,-1.592,10,10,0,295
13885,COUNT,-1.592,10,10,-10,3365
13885,DEALER,-1.592,10,10,0,-6765
13886,BASIC,1.793,10,10,10,305
13886,COUNT,1.793,20,20,20,3385
13886,DEALER,1.793,10,10,10,-6755
13887,BASIC,0.0,10,10,10,315
13887,COUNT,0.0,10,10,-10,3375
13887,DEALER,0.0,10,10,10,-6745
13888,BASIC,0.351,10,10,0,315
13888,COUNT,0.351,10,10,-10,3365
13888,DEALER,0.351,10,10,-10,-6755
13889,BASIC,0.545,10,10,10,325
13889,COUNT,0.545,10,10,-10,3355
13889,DEALER,0.545,10,10,-10,-6765
13890,BASIC,0.0,10,10,-10,315
13890,COUNT,0.0,10,10,15,3370
13890,DEALER,0.0,10,10,-10,-6775
13891,BASIC,-0.593,10,10,0,315
13891,COUNT,-0.593,10,10,-10,3360
13891,DEALER,-0.593,10,10,0,-6775
13892,BASIC,-0.414,10,10,10,325
13892,COUNT,-0.414,10,10,15,3375
13892,DEALER,-0.414,10,10,-10,-6785
13893,BASIC,-0.437,10,10,-10,315
13893,COUNT,-0.437,10,10,0,3375
13893,DEALER,-0.437,10,10,-10,-6795
13894,BASIC,-0.458,10,10,-10,305
13894,COUNT,-0.458,10,10,-10,3365
13894,DEALER,-0.458,10,10,-10,-6805
13895,BASIC,0.981,10,10,-10,295
13895,COUNT,0.981,10,10,-10,3355
13895,DEALER,0.981,10,10,-10,-6815
13896,BASIC,0.772,10,10,10,305
13896,COUNT,0.772,10,10,-10,3345
13896,DEALER,0.772,10,10,-10,-6825
13897,BASIC,1.634,10,10,10,315
13897,COUNT,1.634,20,20,20,3365
13897,DEALER,1.634,10,10,-10,-6835
13898,BASIC,0.578,10,10,-10,305
13898,COUNT,0.578,10,10,-10,3355
13898,DEALER,0.578,10,10,15,-6820
13899,BASIC,0.0,10,10,10,315
13899,COUNT,0.0,10,10,10,3365
13899,DEALER,0.0,10,10,10,-6810
13900,BASIC,0.0,10,10,-10,305
13900,COUNT,0.0,10,10,10,3375
13900,DEALER,0.0,10,10,-10,-6820
13901,BASIC,-0.351,10,10,10,315
13901,COUNT,-0.351,10,10,-10,3365
13901,DEALER,-0.351,10,10,-10,-6830
13902,BASIC,0.0,10,10,15,330
13902,COUNT,0.0,10,10,-10,3355
13902,DEALER,0.0,10,10,10,-6820
13903,BASIC,-0.413,10,10,-10,320
13903,COUNT,-0.413,10,10,-10,3345
13903,DEALER,-0.413,10,10,-10,-6830
13904,BASIC,-1.322,10,10,10,330
13904,COUNT,-1.322,10,10,0,3345
13904,DEALER,-1.322,10,10,-10,-6840
13905,BASIC,-0.491,10,10,10,340
13905,COUNT,-0.491,10,10,10,3355
13905,DEALER,-0.491,10,10,10,-6830
13906,BASIC,1.095,10,10,10,350
13906,COUNT,1.095,10,10,10,3365
13906,DEALER,1.095,10,10,10,-6820
13907,BASIC,-0.619,10,20,20,370
13907,COUNT,-0.619,10,10,-5,3360
13907,DEALER,-0.619,10,10,-10,-6830
13908,BASIC,0.0,10,10,10,380
13908,COUNT,0.0,10,10,10,3370
13908,DEALER,0.0,10,10,10,-6820
13909,BASIC,-0.689,10,10,-10,370
13909,COUNT,-0.689,10,10,10,3380
13909,DEALER,-0.689,10,10,-10,-6830
13910,BASIC,-0.534,10,10,15,385
13910,COUNT,-0.534,10,10,-10,3370
13910,DEALER,-0.534,10,10,-10,-6840
13911,BASIC,-1.475,10,20,20,405
13911,COUNT,-1.475,10,10,-10,3360
13911,DEALER,-1.475,10,10,10,-6830
13912,BASIC,-0.779,10,10,-5,400
13912,COUNT,-0.779,10,10,-10,3350
13912,DEALER,-0.779,10,10,10,-6820
13913,BASIC,-0.609,10,10,-10,390
13913,COUNT,-0.609,10,20,-20,3330
13913,DEALER,-0.609,10,10,-10,-6830
13914,BASIC,-1.057,10,10,10,400
13914,COUNT,-1.057,10,10,10,3340
